verbose,clip,nhid,epochs,seed,lr_patience,show_attention,reverse_src,log_interval,max_length,lr,teacher_force_prob,save,dropout,batch_size,bidirectional,data,lang,emb_size,nlayers,path_emb,use_word_emb,use_attention,cuda,debug,img_conditioning,model,train_word_emb,test_2016, test_2017
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/30/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.17, 4.84
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/29/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 3.96, 4.51
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/28/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 3.83, 4.49
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/27/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 3.75, 4.32
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/26/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 3.89, 4.5
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/25/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 3.73, 4.29
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/107/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 5.05, 5.6
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/106/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.65, 5.31
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/105/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 5.03, 5.62
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/95/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.99, 5.63
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/93/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.86, 5.45
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/84/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.63, 5.21
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/83/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.71, 5.28
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/81/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.81, 5.35
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/72/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.84, 5.58
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/71/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.94, 5.58
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/56/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.37, 4.95
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/55/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.36, 4.85
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/70/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.91, 5.6
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/69/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.98, 5.53
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/60/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.86, 5.51
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/59/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 5.07, 5.66
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/58/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.96, 5.57
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/57/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 5.13, 5.74
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/48/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.85, 5.42
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/46/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.9, 5.5
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/43/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.64, 5.07
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/37/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.63, 5.08
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/35/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.84, 5.51
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/33/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.78, 5.38
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/20/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.21, 4.82
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/19/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 3.96, 4.48
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/18/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.09, 4.72
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/17/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 3.94, 4.45
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/16/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 3.87, 4.5
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/15/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 3.8, 4.34
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/14/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 3.8, 4.43
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/13/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 3.74, 4.3
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/53/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.44, 4.92
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/42/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.4, 4.96
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/23/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.83, 5.47
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/21/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.86, 5.48
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/8/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.25, 4.87
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/7/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.13, 4.61
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/6/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.31, 4.89
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/5/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.17, 4.62
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/4/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 3.98, 4.57
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/3/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 3.95, 4.46
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/2/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.03, 4.61
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/1/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 3.9, 4.39
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/44/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.46, 5.0
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/41/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.74, 5.19
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/39/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.4, 4.8
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/47/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 5.21, 5.73
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/45/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 5.18, 5.78
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/36/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.82, 5.53
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/34/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.72, 5.42
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/24/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.69, 5.37
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/22/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.63, 5.29
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/12/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.72, 5.36
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/11/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.89, 5.44
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/10/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.73, 5.29
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/9/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.87, 5.4
